id,Был негативный опыт кредитов,Был позитивный опыт кредитов,Вернул кредит,Возраст,"Доход в месяц, руб",Количество кредитных карт,Количество лет на последней работе,Количество объектов недвижимости в собственности,Уровень образования
61075,0,1,1,33,14366,2,21,1,2
61076,0,0,1,35,183968,4,6,1,2
61077,0,1,1,40,20164,4,9,0,2
61078,0,1,1,45,130649,4,8,0,2
61079,0,1,1,31,20709,2,6,0,3
61080,0,1,1,34,50970,1,3,9,2
61081,0,0,0,30,20211,1,10,0,3
61082,0,0,1,53,10073,2,4,3,2
61083,0,0,1,23,447779,2,5,5,1
61084,0,0,1,33,52481,2,12,0,1
61085,0,0,1,37,266795,3,3,0,2
61086,0,1,1,40,470233,3,4,8,1
61087,0,0,1,36,154413,4,4,14,1
61088,0,1,1,28,21462,4,7,3,1
61089,1,0,0,68,16595,2,4,8,2
61090,0,1,1,39,7880,4,3,0,2
61091,0,1,1,43,82097,1,2,0,2
61092,0,1,0,34,583392,4,3,3,2
61093,0,1,1,27,663523,2,3,5,3
61094,0,1,0,34,60274,2,8,3,3
61095,0,1,1,51,22114,4,9,10,2
61096,0,0,0,27,23178,4,4,1,1
61097,0,0,1,35,13071,2,3,4,2
61098,0,0,1,37,215689,5,1,0,2
61099,0,1,1,27,427652,2,11,0,2
61100,0,0,0,39,114624,6,3,0,4
61101,0,1,1,45,120642,2,2,6,4
61102,0,0,0,39,196988,8,24,11,2
61103,0,1,0,38,18423,5,3,0,2
61104,1,1,1,32,201838,1,5,2,3
61105,0,1,1,56,609037,6,2,10,2
61106,0,0,1,35,389439,3,2,4,1
61107,0,1,1,59,148793,0,4,0,4
61108,0,0,1,43,62844,3,3,0,2
61109,0,0,1,35,20134,2,3,0,2
61110,0,1,0,45,21130,1,2,9,2
61111,1,0,0,43,131961,4,2,7,3
61112,0,0,1,33,21306,1,4,1,2
61113,0,1,1,31,10464,2,13,11,4
61114,0,0,1,30,427363,5,3,0,3
61115,0,1,0,31,21179,2,4,0,3
61116,0,1,1,55,262716,1,3,0,2
61117,1,0,0,24,9269,1,5,8,2
61118,0,0,1,38,114158,6,3,0,1
61119,0,1,1,41,416219,3,5,10,2
61120,0,0,1,39,29062,1,6,11,2
61121,0,1,1,38,211069,2,13,1,2
61122,0,0,1,23,547950,2,7,15,1
61123,0,0,1,28,310165,6,6,0,2
61124,0,1,0,32,18822,3,4,2,2
61125,1,1,0,35,16431,7,4,11,2
61126,0,1,1,38,152708,7,2,0,2
61127,0,0,1,25,148848,2,6,9,2
61128,0,0,1,50,21818,4,3,1,2
61129,0,1,1,32,20840,6,4,7,2
61130,0,0,1,54,17113,2,3,0,3
61131,0,0,1,43,24832,2,7,6,3
61132,0,0,0,32,14782,5,4,4,2
61133,0,0,1,34,246258,3,4,0,2
61134,0,1,0,31,23077,1,9,3,2
61135,0,0,1,49,13501,2,4,6,3
61136,1,0,1,39,216256,2,4,0,2
61137,0,1,1,33,9417,4,20,0,2
61138,0,0,1,33,25689,2,3,0,2
61139,0,0,1,27,23397,3,5,0,2
61140,0,1,1,26,25726,2,3,2,2
61141,0,0,0,45,9830,4,17,11,2
61142,1,1,1,30,236831,6,4,0,3
61143,0,0,1,28,20572,1,12,3,2
61144,0,1,0,37,309163,6,3,0,3
61145,0,0,1,46,24507,5,11,0,3
61146,0,1,1,29,142057,1,12,0,3
61147,0,0,1,31,454358,1,2,0,2
61148,0,1,1,29,129463,3,1,9,1
61149,1,0,0,24,58229,2,8,1,2
61150,0,0,1,31,19848,1,14,0,2
61151,0,1,1,44,88108,5,17,0,2
61152,0,0,1,52,7437,4,8,0,2
61153,0,1,1,45,23066,1,4,9,2
61154,0,1,1,37,21132,3,9,0,3
61155,0,0,1,29,312253,5,3,13,3
61156,0,1,0,71,20141,2,11,0,2
61157,0,0,0,41,7927,2,4,5,3
61158,1,1,1,26,669246,1,6,15,3
61159,0,0,1,46,437005,3,3,5,3
61160,0,1,1,35,598387,2,3,3,2
61161,1,0,0,30,9794,4,2,1,3
61162,0,1,1,34,95139,1,10,2,2
61163,0,1,1,33,56131,2,5,11,2
61164,0,0,1,34,222678,1,11,0,2
61165,0,0,1,27,6715,2,4,0,2
61166,0,0,1,32,21042,2,13,7,2
61167,0,0,1,36,420362,1,18,0,2
61168,0,1,1,59,182766,2,11,10,2
61169,0,0,1,31,18059,2,3,10,2
61170,0,1,0,37,24603,2,4,5,3
61171,0,1,1,33,13302,6,3,0,3
61172,0,0,0,34,136792,2,5,1,3
61173,0,1,1,36,572023,2,1,2,2
61174,0,0,1,46,320342,2,1,16,2
61175,0,0,1,26,266551,5,0,0,3
61176,0,1,1,23,76392,6,12,8,3
61177,0,0,1,66,24430,1,4,0,2
61178,0,0,1,28,62795,1,3,0,3
61179,1,0,0,32,10976,5,9,0,5
61180,0,1,1,34,437267,3,8,0,2
61181,0,1,1,36,15684,2,2,0,4
61182,0,1,0,39,97423,3,3,0,4
61183,0,0,1,38,24176,1,10,0,2
61184,0,1,0,39,19172,1,2,3,2
61185,0,0,1,36,614279,4,7,9,2
61186,0,1,0,48,6216,2,7,0,3
61187,1,1,1,39,394717,6,4,0,2
61188,0,0,1,35,16172,2,5,0,5
61189,0,1,0,32,16450,3,13,0,3
61190,0,1,1,30,24019,2,13,0,2
61191,0,1,1,52,20617,2,3,5,3
61192,1,1,0,41,14479,3,2,1,2
61193,0,1,1,39,17691,5,4,0,2
61194,0,1,1,47,70849,2,4,0,4
61195,0,0,1,37,16930,2,6,0,3
61196,0,1,1,33,17331,4,3,0,3
61197,0,0,0,55,19491,9,1,0,2
61198,1,0,0,37,22696,2,8,6,2
61199,0,1,1,21,46344,3,1,0,2
61200,0,1,1,34,19674,4,4,15,2
61201,0,1,1,36,309396,3,15,5,2
61202,0,0,1,25,179494,2,4,0,1
61203,0,1,1,38,191707,3,3,3,2
61204,0,0,1,41,4458,5,9,0,3
61205,0,0,1,41,79518,1,3,0,2
61206,0,1,1,29,13476,5,4,0,3
61207,1,0,1,36,22969,2,10,0,2
61208,0,1,0,44,8225,1,10,0,2
61209,0,1,1,23,207958,2,4,3,2
61210,0,0,0,42,18596,6,30,0,2
61211,0,1,1,33,541264,7,4,0,1
61212,0,1,1,28,150152,1,3,1,3
61213,0,0,1,26,22695,0,12,0,2
61214,0,1,0,45,10076,1,4,0,2
61215,0,1,1,35,194686,1,3,0,2
61216,0,0,1,43,63702,2,6,0,2
61217,1,0,1,39,246388,3,3,2,1
61218,0,0,1,24,16296,2,6,0,3
61219,0,0,0,33,21869,4,9,0,2
61220,0,1,1,38,135501,2,6,0,2
61221,0,1,0,34,23512,1,13,9,3
61222,0,1,1,42,156162,6,3,6,2
61223,0,1,1,35,22776,2,4,16,2
61224,0,0,1,31,19931,6,4,8,2
61225,0,1,1,38,18843,4,3,0,2
61226,0,1,1,30,340131,2,17,0,2
61227,0,1,1,40,22463,2,8,0,2
61228,0,1,1,55,18097,2,1,6,3
61229,0,1,1,27,221090,7,11,3,3
61230,0,1,1,41,129441,2,3,5,3
61231,0,0,0,47,12126,3,0,0,2
61232,0,1,1,34,193037,2,12,0,2
61233,0,1,1,51,71724,2,16,2,2
61234,0,1,1,30,17074,2,6,3,2
61235,0,1,1,53,23491,4,3,10,2
61236,0,1,1,44,51288,10,4,0,3
61237,0,1,1,50,24546,5,3,0,2
61238,0,0,1,39,22007,2,13,0,2
61239,0,0,1,32,7314,1,4,13,3
61240,0,1,1,29,17277,2,8,0,3
61241,0,1,1,46,22428,2,3,0,2
61242,0,0,1,31,14791,1,4,2,3
61243,0,0,0,28,4880,6,5,1,2
61244,0,0,1,26,183647,2,3,0,3
61245,0,0,0,34,20423,7,12,0,2
61246,0,0,0,39,15957,2,18,9,3
61247,0,0,1,36,613845,4,21,5,2
61248,0,0,0,41,15727,2,4,2,3
61249,0,1,1,37,8264,1,3,0,2
61250,0,1,1,38,24933,1,26,6,2
61251,0,1,0,34,22733,4,3,0,2
61252,0,1,1,33,19800,3,11,0,5
61253,0,1,1,35,17937,3,19,0,1
61254,0,1,1,51,420981,5,6,4,1
61255,0,1,1,30,13022,4,6,0,3
61256,0,1,1,47,16187,3,2,0,2
61257,1,0,0,25,286456,4,20,6,2
61258,0,0,1,31,136981,2,7,0,3
61259,0,1,1,30,23102,4,3,0,4
61260,0,0,1,41,12162,1,3,5,2
61261,0,1,0,32,22888,2,4,4,2
61262,0,1,1,32,138511,1,4,0,2
61263,0,0,1,35,11509,1,2,4,2
61264,0,1,1,39,24673,1,8,0,3
61265,0,1,1,44,372075,5,4,3,2
61266,0,0,1,34,10805,1,13,6,2
61267,0,1,0,34,9915,2,7,7,2
61268,0,0,1,24,481227,5,15,0,2
61269,0,1,1,46,19601,4,10,3,2
61270,0,0,1,37,44213,4,2,3,2
61271,0,1,1,33,35646,4,15,0,2
61272,0,0,0,31,23541,5,6,0,1
61273,0,0,1,45,243864,4,1,3,2
61274,0,1,1,42,91791,1,10,0,2
61275,0,0,1,42,49906,1,3,1,2
61276,0,0,0,30,203243,1,3,0,3
61277,0,1,1,46,352028,4,4,5,3
61278,0,1,1,33,23259,1,4,0,2
61279,0,0,0,41,22610,1,13,5,3
61280,1,1,0,40,13917,2,1,5,2
61281,0,1,0,41,20200,2,3,2,4
61282,0,0,1,53,162716,3,8,3,1
61283,1,0,1,21,187994,2,18,0,3
61284,0,0,1,30,198207,6,13,4,2
61285,0,0,1,30,127389,1,6,10,3
61286,0,0,1,39,23994,5,3,1,2
61287,0,1,1,27,47621,6,6,0,2
61288,0,0,1,55,21211,4,6,8,3
61289,0,1,1,40,24191,4,3,1,1
61290,0,1,1,34,13105,2,4,0,2
61291,0,1,1,43,267980,2,2,3,3
61292,0,0,1,35,13341,2,7,3,3
61293,0,1,1,54,751682,8,6,14,2
61294,0,0,1,35,24170,4,6,3,2
61295,0,1,1,31,96287,7,4,0,3
61296,0,0,1,41,387329,3,2,3,3
61297,0,1,1,34,1061005,2,8,13,2
61298,0,1,1,50,24434,3,7,0,2
61299,0,1,1,26,15794,2,10,0,4
61300,0,1,1,44,24528,1,3,5,2
61301,0,0,1,31,60760,2,2,2,2
61302,0,0,1,46,103443,2,14,5,3
61303,0,1,0,34,87207,2,7,3,2
61304,0,0,1,45,13173,2,19,9,2
61305,0,1,1,26,98478,7,12,0,3
61306,1,1,1,47,117665,1,2,4,3
61307,0,0,1,46,256599,6,20,0,2
61308,0,0,1,35,295657,3,9,12,3
61309,0,1,1,35,11960,1,2,17,2
61310,0,0,0,45,7435,6,4,2,2
61311,0,0,1,55,307502,1,8,8,2
61312,0,1,0,29,254108,1,10,0,2
61313,0,0,1,31,19526,4,4,6,2
61314,0,1,1,45,444155,1,3,0,2
61315,0,0,1,43,727300,3,7,0,2
61316,0,1,1,45,97211,0,7,7,1
61317,0,0,1,28,271731,5,5,2,3
61318,0,1,1,55,18889,2,10,9,3
61319,0,0,1,33,1085286,2,8,0,2
61320,0,1,0,41,284605,8,4,2,2
61321,0,1,1,63,440106,5,3,4,2
61322,1,1,0,17,56484,2,3,4,3
61323,1,1,0,40,13401,5,12,0,3
61324,0,0,1,29,227104,1,0,0,4
61325,0,1,1,41,21412,2,3,5,2
61326,0,1,0,27,21355,2,14,2,2
61327,0,1,1,35,15127,3,7,2,2
61328,0,1,1,41,368873,2,24,0,2
61329,0,0,1,63,266657,1,19,2,2
61330,0,0,1,48,347959,2,4,2,2
61331,1,0,1,33,112971,1,4,6,2
61332,0,1,1,27,370517,1,7,4,2
61333,0,1,1,27,20897,3,7,1,2
61334,0,1,0,35,22000,7,7,5,2
61335,1,0,0,29,6027,4,4,10,3
61336,1,1,0,45,101607,2,4,5,2
61337,0,0,1,25,18665,3,4,1,2
61338,0,1,1,27,24821,1,14,0,2
61339,0,0,1,25,488381,0,3,0,2
61340,0,1,1,56,23238,2,8,0,4
61341,0,1,1,46,128792,2,4,8,3
61342,0,1,0,26,338236,2,6,0,2
61343,0,1,1,37,16589,2,15,1,2
61344,1,0,0,39,116334,2,20,0,3
61345,0,1,1,27,23228,1,6,0,3
61346,0,1,1,31,73123,3,3,7,2
61347,0,0,0,48,23002,2,7,0,2
61348,0,1,1,38,24930,6,4,10,2
61349,0,0,0,42,14403,9,20,0,2
61350,0,0,1,27,22573,2,3,0,3
61351,0,0,1,56,13633,2,4,10,3
61352,0,0,0,53,20394,4,2,0,2
61353,0,1,1,34,189668,2,6,9,2
61354,0,1,1,31,241424,2,5,0,3
61355,0,0,1,32,21452,2,3,4,2
61356,1,0,0,29,4408,1,23,0,3
61357,0,0,1,34,685783,3,1,0,2
61358,0,1,1,46,255133,2,3,4,3
61359,0,1,1,35,20261,2,3,0,2
61360,0,0,1,49,197103,4,4,0,2
61361,0,1,1,33,22309,2,14,0,1
61362,0,1,1,29,20489,1,1,0,2
61363,1,1,1,37,326412,2,14,0,2
61364,0,1,1,53,89203,2,12,4,2
61365,0,0,1,62,21458,7,4,8,2
61366,0,1,1,51,112783,5,20,6,2
61367,0,0,1,28,664833,3,4,7,2
61368,0,0,1,36,24017,5,17,0,2
61369,0,0,1,39,22141,2,7,0,2
61370,0,0,0,31,14377,4,3,0,2
61371,0,0,1,36,297727,3,8,7,2
61372,0,1,0,49,22627,9,3,0,3
61373,0,0,0,30,130581,5,3,0,3
61374,0,1,0,27,724166,3,4,0,3
61375,1,1,1,41,3028,3,4,5,3
61376,0,1,1,33,18421,1,9,0,2
61377,0,1,1,30,3305,1,4,1,2
61378,0,1,1,26,15757,2,9,0,2
61379,1,0,1,21,23219,2,9,6,2
61380,0,0,0,53,6349,3,2,1,2
61381,1,0,1,35,23008,2,9,0,2
61382,0,0,1,29,14566,2,6,0,2
61383,0,0,0,34,199809,6,11,8,3
61384,0,0,1,31,128650,2,14,0,2
61385,0,0,1,64,7099,2,4,1,2
61386,0,1,0,31,24016,1,17,0,2
61387,0,1,0,50,50803,8,15,0,1
61388,1,1,1,30,23433,2,5,0,3
61389,0,0,1,32,23759,2,22,2,4
61390,0,0,1,48,18362,0,3,0,2
61391,0,1,1,33,220146,5,7,8,1
61392,0,0,0,30,14458,2,9,0,3
61393,0,0,1,32,63369,6,3,0,4
61394,0,0,1,42,37890,4,7,0,2
61395,0,1,1,31,545197,4,5,2,2
61396,1,1,1,26,19982,1,4,0,2
61397,0,1,1,31,100937,3,3,0,2
61398,0,0,0,33,321534,2,4,13,2
61399,0,1,0,31,216081,1,2,7,3
61400,0,1,0,29,276929,4,4,6,2
61401,0,0,1,40,14381,2,3,3,3
61402,0,0,1,33,22772,4,3,10,2
61403,0,1,1,37,239951,4,3,2,4
61404,0,0,0,33,11118,3,11,4,2
61405,1,0,1,44,21150,1,12,9,3
61406,0,1,1,43,386927,2,2,2,2
61407,0,1,1,28,16853,2,4,0,3
61408,0,1,1,39,20164,1,3,7,3
61409,0,1,1,37,714097,1,15,0,3
61410,0,1,0,30,14746,1,4,11,2
61411,0,1,0,53,167083,2,3,8,2
61412,0,0,1,30,17804,5,7,2,2
61413,0,0,1,38,10043,2,6,0,2
61414,0,0,1,36,448186,2,4,0,2
61415,0,0,1,41,19275,2,5,0,2
61416,0,0,1,37,21532,5,16,4,2
61417,0,0,1,45,20250,3,12,7,2
61418,1,0,1,21,263107,2,2,0,4
61419,0,0,1,29,24167,2,2,0,2
61420,0,1,1,34,35757,2,3,0,2
61421,0,1,1,43,16333,2,20,7,2
61422,0,1,1,30,12758,6,6,0,3
61423,0,0,1,31,183294,2,7,0,2
61424,0,1,0,32,363593,2,21,0,3
61425,0,1,1,47,72322,5,14,0,3
61426,0,1,1,46,331103,2,3,4,2
61427,0,0,1,40,561176,4,2,0,2
61428,0,1,0,35,491720,1,2,13,1
61429,0,1,1,34,21637,1,12,0,2
61430,1,0,1,52,565411,2,7,15,2
61431,0,1,1,51,65175,2,10,0,3
61432,0,0,1,27,494202,1,17,10,4
61433,0,1,1,30,22356,1,3,0,2
61434,0,0,0,37,397140,3,16,8,2
61435,0,0,1,37,538635,2,4,2,3
61436,0,1,0,34,21366,3,3,8,2
61437,0,1,1,38,296859,1,4,0,2
61438,0,1,1,35,10111,3,2,0,2
61439,0,0,1,34,491113,5,4,0,2
61440,0,1,1,24,20741,2,2,0,2
61441,0,1,1,43,69799,6,3,5,4
61442,0,0,0,50,8946,8,3,0,1
61443,0,0,1,42,14505,5,3,3,3
61444,0,0,0,28,10971,2,5,2,3
61445,0,1,0,42,178164,4,4,16,1
61446,0,0,1,25,3023,2,3,0,3
61447,0,1,1,48,226419,2,3,0,2
61448,1,1,1,39,198220,6,2,0,3
61449,0,0,1,31,20001,4,7,8,2
61450,0,0,1,42,136043,1,4,4,3
61451,0,1,1,29,265203,4,3,5,3
61452,0,0,1,34,16448,2,13,2,2
61453,0,0,1,52,24384,3,3,2,3
61454,0,1,1,28,102170,6,3,10,2
61455,0,1,1,41,245152,2,6,0,2
61456,0,0,1,25,573561,3,10,5,2
61457,0,0,1,52,15183,2,4,9,2
61458,0,1,0,50,19017,2,12,3,2
61459,0,1,1,30,102495,2,2,1,2
61460,0,1,1,26,16067,4,3,0,2
61461,0,1,1,39,19174,1,4,0,2
61462,0,1,0,32,23627,2,4,0,2
61463,0,1,1,47,489899,2,2,0,3
61464,0,0,1,43,444370,2,4,6,4
61465,0,0,1,52,15177,1,6,0,2
61466,0,1,1,36,15355,4,4,0,2
61467,0,0,1,33,422061,1,8,0,2
61468,0,1,1,36,18178,9,4,3,2
61469,0,1,0,33,18315,1,2,0,2
61470,0,0,1,33,230055,1,3,0,1
61471,0,0,0,35,43848,3,0,0,2
61472,0,0,0,39,8667,2,4,0,2
61473,0,1,1,40,127993,2,4,0,3
61474,0,0,0,53,17739,6,2,0,2
61475,0,1,1,37,20940,1,2,0,2
61476,0,1,1,35,14764,1,3,0,3
61477,0,0,0,25,130934,2,2,0,1
61478,0,1,1,32,312250,2,4,3,3
61479,0,1,1,43,24073,2,6,0,2
61480,0,0,0,32,24487,2,6,0,3
61481,0,1,1,40,101064,2,6,3,2
61482,0,0,1,37,106966,1,14,9,3
61483,0,0,0,40,690180,2,12,2,2
61484,0,1,0,24,546117,2,3,0,4
61485,0,1,0,35,409362,3,7,0,2
61486,1,1,1,50,396281,3,4,0,3
61487,0,1,1,27,136644,4,27,1,2
61488,0,1,1,34,204601,2,6,0,3
61489,0,1,1,27,388851,2,3,2,2
61490,0,0,1,38,22132,5,15,0,2
61491,0,0,1,50,220426,2,10,0,2
61492,0,1,0,27,602712,1,3,8,2
61493,0,0,1,40,11323,2,7,2,3
61494,0,1,1,48,18164,3,1,0,3
61495,0,0,0,24,11199,4,3,2,2
61496,0,1,1,41,18907,4,2,20,2
61497,0,0,1,49,37760,2,1,3,2
61498,0,1,0,33,393425,1,6,1,2
61499,0,0,1,33,22491,3,3,2,2
61500,1,0,0,31,24469,2,4,0,2
61501,0,0,1,39,10274,2,6,0,2
61502,0,0,0,29,239778,1,3,0,1
61503,0,0,1,42,276456,1,9,0,2
61504,0,0,0,46,205508,1,16,0,4
61505,0,0,1,44,480007,1,21,0,4
61506,0,1,1,37,23608,8,2,0,2
61507,0,0,1,30,16479,1,2,5,2
61508,0,1,0,34,23323,3,3,3,2
61509,0,0,1,41,446765,2,5,3,3
61510,0,0,1,47,71403,1,3,12,2
61511,0,1,1,46,25188,6,2,0,2
61512,0,1,1,37,6051,4,16,0,3
61513,0,1,1,42,16262,1,4,5,2
61514,0,0,0,24,19159,3,15,0,2
61515,0,0,1,51,17054,2,5,1,2
61516,0,1,1,37,18927,9,2,0,2
61517,0,0,1,28,137383,2,7,0,2
61518,0,1,1,38,13225,5,11,0,2
61519,0,0,1,37,23098,1,8,10,3
61520,0,0,1,55,358285,4,10,0,3
61521,0,1,1,32,542063,1,3,1,2
61522,0,1,0,45,34922,1,8,4,2
61523,0,0,1,45,20535,0,4,2,2
61524,0,1,1,32,240470,1,9,0,2
61525,0,1,1,46,134157,5,3,3,2
61526,0,1,1,38,169296,1,4,5,2
61527,0,1,0,33,122846,4,4,0,3
61528,0,0,1,48,20551,3,12,4,4
61529,0,1,0,41,255772,3,3,12,2
61530,0,0,0,44,22002,2,3,0,4
61531,0,0,1,31,16109,4,2,0,2
61532,0,1,0,45,606527,1,7,3,1
61533,0,0,0,33,472259,1,9,7,2
61534,0,1,1,37,22876,2,4,0,4
61535,0,0,0,33,119767,5,3,0,2
61536,1,1,0,51,19603,2,9,0,2
61537,0,0,0,32,536316,2,3,1,2
61538,0,0,1,31,15699,1,3,10,2
61539,0,0,1,53,27647,3,4,5,3
61540,0,0,1,47,5604,1,2,5,2
61541,1,1,0,49,14746,2,4,2,2
61542,0,1,0,45,13732,2,4,0,2
61543,0,0,1,31,21589,2,3,4,2
61544,0,1,1,33,11000,2,9,11,2
61545,0,0,1,53,21704,1,3,7,2
61546,0,0,1,30,876489,3,6,0,2
61547,0,0,0,34,24144,2,4,10,2
61548,0,1,1,44,22227,2,3,3,2
61549,0,0,1,42,5822,1,15,8,2
61550,0,1,0,43,19320,2,3,7,2
61551,0,0,1,23,709822,3,3,6,3
61552,1,0,1,34,84775,2,2,0,2
61553,0,0,1,33,12841,3,11,0,2
61554,0,1,1,33,40581,5,8,0,2
61555,0,1,1,45,132024,5,3,15,2
61556,0,0,0,54,23334,5,3,0,2
61557,0,0,1,38,108375,9,3,0,2
61558,0,0,0,37,13663,1,9,2,2
61559,0,1,1,28,946934,8,8,7,2
61560,0,0,1,41,202949,2,3,14,2
61561,0,0,1,65,19374,7,8,8,2
61562,0,1,1,32,789523,3,3,0,3
61563,0,1,1,46,233635,2,2,0,1
61564,0,0,1,49,256720,1,3,0,2
61565,0,0,1,31,17785,1,4,0,3
61566,0,1,1,34,23789,3,4,0,2
61567,0,0,1,32,5607,2,8,0,3
61568,0,0,1,52,17292,2,14,3,2
61569,0,0,0,43,6383,2,3,12,2
61570,0,0,1,22,97886,2,4,0,4
61571,0,0,0,54,81768,2,25,0,2
61572,0,1,1,23,24704,1,4,0,2
61573,0,1,1,33,22279,3,6,10,3
61574,0,1,1,46,23321,3,9,14,3
61575,0,0,1,48,170336,6,11,0,2
61576,0,1,0,43,830631,2,7,0,2
61577,0,0,0,25,77578,2,11,0,2
61578,0,0,0,35,64643,2,13,7,4
61579,0,0,1,36,243157,4,5,0,3
61580,0,1,1,38,22379,2,14,4,2
61581,0,0,1,35,215318,2,15,4,5
61582,0,0,1,33,209343,2,3,13,2
61583,0,0,1,26,21008,1,2,2,3
61584,0,0,1,36,17194,0,3,0,4
61585,0,0,1,48,16826,3,7,0,4
61586,0,1,1,51,24326,3,14,0,2
61587,0,1,1,38,24535,1,11,2,2
61588,0,0,1,31,498654,1,3,1,2
61589,0,1,1,47,572493,4,7,1,2
61590,0,0,1,45,14699,4,11,5,1
61591,0,1,1,48,24674,1,3,7,3
61592,0,0,1,38,24366,1,8,0,2
61593,0,1,0,48,177167,1,3,0,2
61594,0,1,1,31,17776,4,8,3,2
61595,0,1,1,36,14745,4,11,3,3
61596,0,0,1,32,231298,4,3,13,2
61597,0,1,0,37,23610,1,2,0,2
61598,0,1,1,39,227779,7,1,5,2
61599,0,0,1,32,39204,3,4,0,2
61600,0,0,1,36,164628,2,3,0,2
61601,0,1,1,30,30912,2,2,0,1
61602,0,1,1,39,19794,1,12,0,2
61603,0,0,1,32,742095,2,13,0,4
61604,1,1,1,53,18553,2,5,6,3
61605,0,0,0,44,24858,5,5,0,2
61606,0,1,1,52,253046,1,3,0,3
61607,0,0,0,30,191686,2,5,0,2
61608,0,1,1,31,21839,2,3,1,2
61609,0,1,1,58,569328,5,3,0,2
61610,0,0,1,31,138200,2,1,0,2
61611,0,0,0,24,7795,1,2,0,2
61612,0,0,1,24,789384,3,3,0,5
61613,0,1,1,31,20049,2,1,0,2
61614,1,1,1,44,21817,2,3,0,3
61615,0,0,0,30,21696,7,6,0,2
61616,0,0,1,37,22159,1,3,0,2
61617,0,1,1,40,6026,2,9,0,2
61618,0,0,1,41,97093,2,21,4,2
61619,0,0,1,51,17615,1,8,6,2
61620,0,0,1,31,16038,2,3,10,2
61621,0,1,1,39,61358,3,7,2,2
61622,0,1,1,33,24167,2,26,0,2
61623,0,1,1,23,145123,2,3,0,2
61624,0,0,0,32,14632,7,2,0,2
61625,0,0,1,33,22230,7,4,11,2
61626,0,0,0,48,359916,3,2,5,3
61627,0,1,1,35,250783,3,2,0,2
61628,0,0,1,44,84598,2,3,0,2
61629,0,1,1,53,21804,1,3,0,2
61630,0,1,1,39,142056,2,8,2,2
61631,0,1,0,45,20111,4,1,0,2
61632,0,1,0,41,134634,2,4,0,3
61633,0,0,1,42,10411,2,12,6,2
61634,0,0,1,38,20459,3,4,3,2
61635,0,1,1,28,21547,4,4,0,2
61636,0,0,1,29,124795,2,3,0,2
61637,0,0,1,41,23807,2,12,9,2
61638,0,1,1,44,12946,4,12,8,2
61639,0,0,1,44,13976,4,2,5,2
61640,0,0,0,35,20236,2,8,7,3
61641,0,1,1,23,314105,4,12,0,4
61642,0,1,1,39,420776,1,3,6,3
61643,0,1,1,35,19416,3,3,0,2
61644,0,0,1,48,98480,5,4,0,2
61645,0,1,1,32,22364,2,4,5,1
61646,0,0,1,31,225871,8,3,6,3
61647,1,0,1,51,68136,2,6,1,2
61648,0,1,1,27,17206,6,2,17,2
61649,0,0,1,31,20242,1,6,0,2
61650,1,1,0,47,23707,3,2,0,3
61651,0,0,1,36,12736,1,14,2,3
61652,0,0,1,25,8872,2,4,0,1
61653,0,0,1,45,161909,7,23,2,2
61654,0,1,0,30,24986,6,7,5,2
61655,0,1,1,41,19209,4,3,0,2
61656,0,0,1,32,18568,3,18,0,3
61657,0,1,0,56,662546,1,11,0,4
61658,0,1,0,42,13451,2,4,0,2
61659,0,1,0,33,20346,2,1,0,3
61660,0,0,1,63,40465,1,6,21,3
61661,0,0,1,28,222695,1,15,0,2
61662,0,1,1,32,56523,3,0,4,3
61663,0,1,1,35,82273,3,3,13,3
61664,0,1,1,58,74318,2,3,13,3
61665,0,0,1,36,192023,1,10,0,2
61666,0,1,0,39,326777,2,17,0,2
61667,0,1,1,39,370519,2,1,0,2
61668,0,0,0,36,21051,2,6,0,3
61669,0,0,0,32,114429,4,3,0,3
61670,0,0,0,43,314328,1,3,8,3
61671,0,1,0,35,13375,2,1,5,2
61672,0,1,1,24,18146,4,3,6,3
61673,0,1,1,50,19917,5,8,0,2
61674,1,0,1,32,708612,2,6,2,3
61675,1,0,1,36,366352,2,8,5,3
61676,0,0,1,23,22542,1,2,6,2
61677,0,0,1,34,185609,2,8,0,3
61678,0,0,0,29,17521,2,4,10,3
61679,0,0,1,34,18595,3,4,4,4
61680,0,1,1,56,161974,3,4,0,2
61681,0,1,1,34,163195,3,3,0,4
61682,0,1,1,34,7618,3,6,13,2
61683,0,0,1,42,251633,1,6,0,2
61684,0,1,1,38,23939,2,7,4,2
61685,1,0,0,30,19626,3,4,5,3
61686,1,1,1,30,23934,6,8,0,2
61687,0,0,1,32,20070,1,2,0,2
61688,0,0,1,48,563953,2,7,0,2
61689,0,1,1,32,275183,3,4,5,2
61690,0,0,0,37,49282,2,11,3,4
61691,0,1,1,30,22848,3,4,0,1
61692,0,1,1,43,13498,2,16,2,3
61693,1,0,1,31,99597,5,4,3,3
61694,0,1,0,40,309357,3,4,0,2
61695,0,1,1,37,23710,5,8,0,2
61696,0,1,1,43,786294,2,19,1,2
61697,1,0,1,42,19918,2,14,6,3
61698,0,1,1,31,97837,3,3,7,2
61699,0,0,0,41,540120,3,21,3,2
61700,0,0,0,51,89595,2,17,0,2
61701,0,0,1,34,348007,2,4,0,2
61702,0,0,0,36,24228,1,11,0,4
61703,0,0,0,27,12625,7,3,4,2
61704,1,1,1,37,21446,8,3,2,2
61705,0,1,1,45,363455,6,1,4,2
